country,DISEASE,DISEASE_DESCRIPTION,WHO_zone,YEAR,Total_Cases,ANTIGEN_DESCRIPTION,ANTIGEN,Target,Doses
"Viet Nam",TTETANUS,"Total tetanus",WPR,2016,258,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1702478,1548224
"Viet Nam",NTETANUS,"Neonatal tetanus",WPR,2016,32,"Protection at birth (PAB) against neonatal tetanus",PAB,1728610,1585019
"Viet Nam",MEASLES,Measles,WPR,2016,46,"Measles-containing vaccine, 2nd dose",MCV2,1709647,1618082
Japan,TTETANUS,"Total tetanus",WPR,2018,133,"Tetanus-containing vaccine, 4th dose (1st booster)",TTCV4,965833,1030995
Japan,RUBELLA,Rubella,WPR,2018,2947,"Rubella-containing vaccine, 1st dose",RCV1,1024492,994690
Japan,TTETANUS,"Total tetanus",WPR,2018,133,"Tetanus-containing vaccine, 5th dose (2nd booster)",TTCV5,1066000,819481
Japan,PERTUSSIS,Pertussis,WPR,2018,12103,"Pertussis-containing vaccine, 4th dose (1st booster)",PERCV4,965833,1030995
Japan,MEASLES,Measles,WPR,2018,279,"Measles-containing vaccine, 2nd dose",MCV2,1077690,1003610
Japan,MEASLES,Measles,WPR,2018,279,"Measles-containing vaccine, 1st dose",MCV1,1024492,995588
Japan,PERTUSSIS,Pertussis,WPR,2018,12103,"DTP-containing vaccine, 3rd dose",DTPCV3,990750,1000466
Japan,TTETANUS,"Total tetanus",WPR,2018,133,"DTP-containing vaccine, 3rd dose",DTPCV3,990750,1000466
Japan,PERTUSSIS,Pertussis,WPR,2018,12103,"DTP-containing vaccine, 1st dose",DTPCV1,990750,990312
Japan,TTETANUS,"Total tetanus",WPR,2018,133,"DTP-containing vaccine, 1st dose",DTPCV1,990750,990312
China,PERTUSSIS,Pertussis,WPR,2020,4475,"DTP-containing vaccine, 1st dose",DTPCV1,13424930,13343764
China,TTETANUS,"Total tetanus",WPR,2020,32,"DTP-containing vaccine, 1st dose",DTPCV1,13424930,13343764
China,DIPHTHERIA,Diphtheria,WPR,2020,2,"DTP-containing vaccine, 1st dose",DTPCV1,13424930,13343764
China,PERTUSSIS,Pertussis,WPR,2020,4475,"DTP-containing vaccine, 3rd dose",DTPCV3,14224284,14140025
China,TTETANUS,"Total tetanus",WPR,2020,32,"DTP-containing vaccine, 3rd dose",DTPCV3,14224284,14140025
China,DIPHTHERIA,Diphtheria,WPR,2020,2,"DTP-containing vaccine, 3rd dose",DTPCV3,14224284,14140025
China,JAPENC,"Japanese encephalitis",WPR,2020,260,"Japanese encephalitis vaccine, 1st dose",JAPENC_1,14915296,14802920
China,JAPENC,"Japanese encephalitis",WPR,2020,260,"Japanese encephalitis vaccine, last dose",JAPENC_C,15858381,15726973
China,MEASLES,Measles,WPR,2020,867,"Measles-containing vaccine, 1st dose",MCV1,15394437,15273731
China,MEASLES,Measles,WPR,2020,867,"Measles-containing vaccine, 2nd dose",MCV2,15799472,15647357
China,PERTUSSIS,Pertussis,WPR,2020,4475,"Pertussis-containing vaccine, 4th dose (1st booster)",PERCV4,15143274,14993671
China,RUBELLA,Rubella,WPR,2020,2202,"Rubella-containing vaccine, 1st dose",RCV1,15394437,15221223
China,TTETANUS,"Total tetanus",WPR,2020,32,"Tetanus-containing vaccine, 4th dose (1st booster)",TTCV4,15143274,14993671
China,TTETANUS,"Total tetanus",WPR,2020,32,"Tetanus-containing vaccine, 5th dose (2nd booster)",TTCV5,17953985,17719509
China,DIPHTHERIA,Diphtheria,WPR,2020,2,"Diphtheria-containing vaccine, 5th dose (2nd booster)",DIPHCV5,17953985,17719509
China,DIPHTHERIA,Diphtheria,WPR,2020,2,"Diphtheria-containing vaccine, 4th dose (1st booster)",DIPHCV4,15143274,14993671
Mozambique,TTETANUS,"Total tetanus",AFR,2020,155,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1503332,1327669
Mozambique,RUBELLA,Rubella,AFR,2020,1357,"Rubella-containing vaccine, 1st dose",RCV1,1054798,1145884
Mozambique,MEASLES,Measles,AFR,2020,426,"Measles-containing vaccine, 2nd dose",MCV2,1054798,851772
Mozambique,MEASLES,Measles,AFR,2020,426,"Measles-containing vaccine, 1st dose",MCV1,1054798,1145884
Mozambique,TTETANUS,"Total tetanus",AFR,2020,155,"DTP-containing vaccine, 3rd dose",DTPCV3,1054798,1143120
Mozambique,TTETANUS,"Total tetanus",AFR,2020,155,"DTP-containing vaccine, 1st dose",DTPCV1,1054798,1234057
"Sierra Leone",TTETANUS,"Total tetanus",AFR,2021,67,"DTP-containing vaccine, 3rd dose",DTPCV3,307022,283047
"Sierra Leone",POLIO,Poliomyelitis,AFR,2021,5,"Inactivated polio-containing vaccine, 1st dose",IPV1,307022,283868
"Sierra Leone",NTETANUS,"Neonatal tetanus",AFR,2021,13,"Protection at birth (PAB) against neonatal tetanus",PAB,331915,237384
"Sierra Leone",POLIO,Poliomyelitis,AFR,2021,5,"Inactivated polio-containing vaccine, 2nd dose",IPV2,307022,11110
"Sierra Leone",TTETANUS,"Total tetanus",AFR,2021,67,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,365107,182553
"Sierra Leone",POLIO,Poliomyelitis,AFR,2021,5,"Polio, 3rd dose",POL3,307022,276836
"Sierra Leone",TTETANUS,"Total tetanus",AFR,2021,67,"DTP-containing vaccine, 1st dose",DTPCV1,307022,287450
"Sierra Leone",MEASLES,Measles,AFR,2021,170,"Measles-containing vaccine, 2nd dose",MCV2,307022,206337
"Sierra Leone",MEASLES,Measles,AFR,2021,170,"Measles-containing vaccine, 1st dose",MCV1,307022,267923
"United Republic of Tanzania",TTETANUS,"Total tetanus",AFR,2021,62,"DTP-containing vaccine, 3rd dose",DTPCV3,2176804,2093412
"United Republic of Tanzania",TTETANUS,"Total tetanus",AFR,2021,62,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,2355127,2132455
"United Republic of Tanzania",TTETANUS,"Total tetanus",AFR,2021,62,"DTP-containing vaccine, 1st dose",DTPCV1,2176804,2200358
Congo,YFEVER,"Yellow fever",AFR,2022,6,"Yellow fever vaccine",YFV,246769,150995
Congo,RUBELLA,Rubella,AFR,2022,1,"Rubella-containing vaccine, 1st dose",RCV1,246769,159770
Congo,TTETANUS,"Total tetanus",AFR,2022,8,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,256018,213333
Congo,POLIO,Poliomyelitis,AFR,2022,1,"Polio, 3rd dose",POL3,246769,128380
Congo,MEASLES,Measles,AFR,2022,6718,"Measles-containing vaccine, 2nd dose",MCV2,239586,81797
Congo,MEASLES,Measles,AFR,2022,6718,"Measles-containing vaccine, 1st dose",MCV1,246769,159770
Congo,POLIO,Poliomyelitis,AFR,2022,1,"Inactivated polio-containing vaccine, 1st dose",IPV1,246769,183365
Congo,TTETANUS,"Total tetanus",AFR,2022,8,"DTP-containing vaccine, 3rd dose",DTPCV3,246769,192402
Congo,TTETANUS,"Total tetanus",AFR,2022,8,"DTP-containing vaccine, 1st dose",DTPCV1,246769,202617
Suriname,PERTUSSIS,Pertussis,AMR,2001,5,"DTP-containing vaccine, 1st dose",DTPCV1,9804,7824
Suriname,PERTUSSIS,Pertussis,AMR,2001,5,"DTP-containing vaccine, 3rd dose",DTPCV3,9804,6659
Mexico,PERTUSSIS,Pertussis,AMR,2002,214,"DTP-containing vaccine, 3rd dose",DTPCV3,2067380,1877181
Mexico,TTETANUS,"Total tetanus",AMR,2002,61,"DTP-containing vaccine, 3rd dose",DTPCV3,2067380,1877181
Mexico,PERTUSSIS,Pertussis,AMR,2002,214,"DTP-containing vaccine, 1st dose",DTPCV1,2067380,1802755
Mexico,TTETANUS,"Total tetanus",AMR,2002,61,"DTP-containing vaccine, 1st dose",DTPCV1,2067380,1802755
Nicaragua,TTETANUS,"Total tetanus",AMR,2003,5,"DTP-containing vaccine, 1st dose",DTPCV1,166855,144306
Nicaragua,TTETANUS,"Total tetanus",AMR,2003,5,"DTP-containing vaccine, 3rd dose",DTPCV3,166855,143387
Nicaragua,TTETANUS,"Total tetanus",AMR,2003,5,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,176708,139174
"Dominican Republic",DIPHTHERIA,Diphtheria,AMR,2005,39,"DTP-containing vaccine, 3rd dose",DTPCV3,220224,190672
"Dominican Republic",PERTUSSIS,Pertussis,AMR,2005,63,"DTP-containing vaccine, 3rd dose",DTPCV3,220224,190672
"Dominican Republic",TTETANUS,"Total tetanus",AMR,2005,54,"DTP-containing vaccine, 3rd dose",DTPCV3,220224,190672
"Dominican Republic",DIPHTHERIA,Diphtheria,AMR,2005,39,"DTP-containing vaccine, 1st dose",DTPCV1,220224,202040
"Dominican Republic",PERTUSSIS,Pertussis,AMR,2005,63,"DTP-containing vaccine, 1st dose",DTPCV1,220224,202040
"Dominican Republic",TTETANUS,"Total tetanus",AMR,2005,54,"DTP-containing vaccine, 1st dose",DTPCV1,220224,202040
Ecuador,TTETANUS,"Total tetanus",AMR,2005,16,"DTP-containing vaccine, 1st dose",DTPCV1,288485,285284
"Dominican Republic",RUBELLA,Rubella,AMR,2005,6,"Rubella-containing vaccine, 1st dose",RCV1,190194,198770
"Dominican Republic",TTETANUS,"Total tetanus",AMR,2005,54,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,318506,198683
Ecuador,TTETANUS,"Total tetanus",AMR,2005,16,"DTP-containing vaccine, 3rd dose",DTPCV3,288485,269755
Ecuador,TTETANUS,"Total tetanus",AMR,2005,16,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,360606,122341
Chile,TTETANUS,"Total tetanus",AMR,2008,8,"DTP-containing vaccine, 3rd dose",DTPCV3,241433,235514
Chile,PERTUSSIS,Pertussis,AMR,2008,969,"DTP-containing vaccine, 3rd dose",DTPCV3,241433,235514
Chile,TTETANUS,"Total tetanus",AMR,2008,8,"DTP-containing vaccine, 1st dose",DTPCV1,241433,235619
Chile,PERTUSSIS,Pertussis,AMR,2008,969,"DTP-containing vaccine, 1st dose",DTPCV1,241433,235619
Chile,RUBELLA,Rubella,AMR,2008,14,"Rubella-containing vaccine, 1st dose",RCV1,238267,228559
Chile,CRS,"Congenital rubella syndrome",AMR,2008,3,"Rubella-containing vaccine, 1st dose",RCV1,238267,228559
Peru,YFEVER,"Yellow fever",AMR,2009,8,"Yellow fever vaccine",YFV,592773,389741
Peru,TTETANUS,"Total tetanus",AMR,2009,19,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,598242,504107
Peru,TTETANUS,"Total tetanus",AMR,2009,19,"DTP-containing vaccine, 3rd dose",DTPCV3,596227,551504
Peru,PERTUSSIS,Pertussis,AMR,2009,254,"DTP-containing vaccine, 3rd dose",DTPCV3,596227,551504
Peru,TTETANUS,"Total tetanus",AMR,2009,19,"DTP-containing vaccine, 1st dose",DTPCV1,596227,591348
Peru,PERTUSSIS,Pertussis,AMR,2009,254,"DTP-containing vaccine, 1st dose",DTPCV1,596227,591348
Uruguay,PERTUSSIS,Pertussis,AMR,2012,598,"DTP-containing vaccine, 3rd dose",DTPCV3,46720,44268
Uruguay,PERTUSSIS,Pertussis,AMR,2012,598,"DTP-containing vaccine, 1st dose",DTPCV1,46720,45530
Cuba,TTETANUS,"Total tetanus",AMR,2014,1,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,122494,79473
Cuba,TTETANUS,"Total tetanus",AMR,2014,1,"DTP-containing vaccine, 1st dose",DTPCV1,125519,123440
Cuba,TTETANUS,"Total tetanus",AMR,2014,1,"DTP-containing vaccine, 3rd dose",DTPCV3,125519,128860
Belize,PERTUSSIS,Pertussis,AMR,2014,3,"DTP-containing vaccine, 3rd dose",DTPCV3,7025,6677
Belize,PERTUSSIS,Pertussis,AMR,2014,3,"DTP-containing vaccine, 1st dose",DTPCV1,7025,6773
Uruguay,PERTUSSIS,Pertussis,AMR,2018,187,"Pertussis-containing vaccine, 4th dose (1st booster)",PERCV4,43960,40069
Uruguay,PERTUSSIS,Pertussis,AMR,2018,187,"DTP-containing vaccine, 3rd dose",DTPCV3,40120,36705
Uruguay,PERTUSSIS,Pertussis,AMR,2018,187,"DTP-containing vaccine, 1st dose",DTPCV1,40120,38395
Peru,YFEVER,"Yellow fever",AMR,2020,8,"Yellow fever vaccine",YFV,553993,278104
Peru,TTETANUS,"Total tetanus",AMR,2020,19,"Tetanus-containing vaccine, 5th dose (2nd booster)",TTCV5,586606,379370
Peru,TTETANUS,"Total tetanus",AMR,2020,19,"Tetanus-containing vaccine, 4th dose (1st booster)",TTCV4,553993,327187
Peru,TTETANUS,"Total tetanus",AMR,2020,19,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,919209,133622
Peru,PERTUSSIS,Pertussis,AMR,2020,47,"Pertussis-containing vaccine, 4th dose (1st booster)",PERCV4,553993,327187
Peru,PERTUSSIS,Pertussis,AMR,2020,47,"DTP-containing vaccine, 3rd dose",DTPCV3,506008,365435
Peru,TTETANUS,"Total tetanus",AMR,2020,19,"DTP-containing vaccine, 3rd dose",DTPCV3,506008,365435
Peru,DIPHTHERIA,Diphtheria,AMR,2020,4,"DTP-containing vaccine, 3rd dose",DTPCV3,506008,365435
Peru,PERTUSSIS,Pertussis,AMR,2020,47,"DTP-containing vaccine, 1st dose",DTPCV1,506008,470429
Peru,TTETANUS,"Total tetanus",AMR,2020,19,"DTP-containing vaccine, 1st dose",DTPCV1,506008,470429
Peru,DIPHTHERIA,Diphtheria,AMR,2020,4,"DTP-containing vaccine, 1st dose",DTPCV1,506008,470429
Peru,DIPHTHERIA,Diphtheria,AMR,2020,4,"Diphtheria-containing vaccine, 5th dose (2nd booster)",DIPHCV5,586606,379370
Peru,DIPHTHERIA,Diphtheria,AMR,2020,4,"Diphtheria-containing vaccine, 4th dose (1st booster)",DIPHCV4,553993,327187
Jordan,PERTUSSIS,Pertussis,EMR,2001,3,"DTP-containing vaccine, 1st dose",DTPCV1,146014,144136
Jordan,TTETANUS,"Total tetanus",EMR,2001,4,"DTP-containing vaccine, 1st dose",DTPCV1,146014,144136
Jordan,TTETANUS,"Total tetanus",EMR,2001,4,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,150220,30204
Jordan,MEASLES,Measles,EMR,2001,61,"Measles-containing vaccine, 2nd dose",MCV2,141528,126909
Jordan,MEASLES,Measles,EMR,2001,61,"Measles-containing vaccine, 1st dose",MCV1,146014,144668
Jordan,PERTUSSIS,Pertussis,EMR,2001,3,"DTP-containing vaccine, 3rd dose",DTPCV3,146014,143899
Jordan,TTETANUS,"Total tetanus",EMR,2001,4,"DTP-containing vaccine, 3rd dose",DTPCV3,146014,143899
Somalia,MEASLES,Measles,EMR,2002,9559,"Measles-containing vaccine, 1st dose",MCV1,250000,85851
Somalia,POLIO,Poliomyelitis,EMR,2002,3,"Polio, 3rd dose",POL3,250000,70588
Qatar,TTETANUS,"Total tetanus",EMR,2004,1,"DTP-containing vaccine, 1st dose",DTPCV1,12913,12786
Qatar,TTETANUS,"Total tetanus",EMR,2004,1,"DTP-containing vaccine, 3rd dose",DTPCV3,12913,12333
Qatar,MEASLES,Measles,EMR,2004,29,"Measles-containing vaccine, 1st dose",MCV1,12913,12785
Qatar,MEASLES,Measles,EMR,2004,29,"Measles-containing vaccine, 2nd dose",MCV2,23227,10588
Oman,TTETANUS,"Total tetanus",EMR,2005,1,"DTP-containing vaccine, 1st dose",DTPCV1,49417,49204
Oman,PERTUSSIS,Pertussis,EMR,2005,36,"DTP-containing vaccine, 1st dose",DTPCV1,49417,49204
Oman,TTETANUS,"Total tetanus",EMR,2005,1,"DTP-containing vaccine, 3rd dose",DTPCV3,49417,49977
Oman,PERTUSSIS,Pertussis,EMR,2005,36,"DTP-containing vaccine, 3rd dose",DTPCV3,49417,49977
Oman,MEASLES,Measles,EMR,2005,25,"Measles-containing vaccine, 1st dose",MCV1,49417,48348
Oman,MEASLES,Measles,EMR,2005,25,"Measles-containing vaccine, 2nd dose",MCV2,49417,47893
Oman,RUBELLA,Rubella,EMR,2005,22,"Rubella-containing vaccine, 1st dose",RCV1,49417,47893
Oman,TTETANUS,"Total tetanus",EMR,2005,1,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,49417,30734
Sudan,TTETANUS,"Total tetanus",EMR,2008,173,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1253861,550055
Sudan,POLIO,Poliomyelitis,EMR,2008,26,"Polio, 3rd dose",POL3,1121278,1033602
Sudan,MEASLES,Measles,EMR,2008,129,"Measles-containing vaccine, 1st dose",MCV1,1121278,895363
Sudan,TTETANUS,"Total tetanus",EMR,2008,173,"DTP-containing vaccine, 3rd dose",DTPCV3,1121278,1040787
Sudan,DIPHTHERIA,Diphtheria,EMR,2008,38,"DTP-containing vaccine, 3rd dose",DTPCV3,1121278,1040787
Sudan,PERTUSSIS,Pertussis,EMR,2008,34,"DTP-containing vaccine, 3rd dose",DTPCV3,1121278,1040787
Sudan,TTETANUS,"Total tetanus",EMR,2008,173,"DTP-containing vaccine, 1st dose",DTPCV1,1121278,1129330
Sudan,DIPHTHERIA,Diphtheria,EMR,2008,38,"DTP-containing vaccine, 1st dose",DTPCV1,1121278,1129330
Sudan,PERTUSSIS,Pertussis,EMR,2008,34,"DTP-containing vaccine, 1st dose",DTPCV1,1121278,1129330
"Iran (Islamic Republic of)",TTETANUS,"Total tetanus",EMR,2008,10,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1173794,286534
"Iran (Islamic Republic of)",MEASLES,Measles,EMR,2008,127,"Measles-containing vaccine, 2nd dose",MCV2,1173794,1130678
"Iran (Islamic Republic of)",MEASLES,Measles,EMR,2008,127,"Measles-containing vaccine, 1st dose",MCV1,1173794,1152425
"Iran (Islamic Republic of)",DIPHTHERIA,Diphtheria,EMR,2008,52,"DTP-containing vaccine, 3rd dose",DTPCV3,1173794,1162010
"Iran (Islamic Republic of)",TTETANUS,"Total tetanus",EMR,2008,10,"DTP-containing vaccine, 3rd dose",DTPCV3,1173794,1162010
"Iran (Islamic Republic of)",PERTUSSIS,Pertussis,EMR,2008,605,"DTP-containing vaccine, 3rd dose",DTPCV3,1173794,1162010
"Iran (Islamic Republic of)",DIPHTHERIA,Diphtheria,EMR,2008,52,"DTP-containing vaccine, 1st dose",DTPCV1,1173794,1162556
"Iran (Islamic Republic of)",TTETANUS,"Total tetanus",EMR,2008,10,"DTP-containing vaccine, 1st dose",DTPCV1,1173794,1162556
"Iran (Islamic Republic of)",PERTUSSIS,Pertussis,EMR,2008,605,"DTP-containing vaccine, 1st dose",DTPCV1,1173794,1162556
Djibouti,MEASLES,Measles,EMR,2009,48,"Measles-containing vaccine, 1st dose",MCV1,24242,20605
Lebanon,RUBELLA,Rubella,EMR,2011,4,"Rubella-containing vaccine, 1st dose",RCV1,66925,65519
Lebanon,MEASLES,Measles,EMR,2011,9,"Measles-containing vaccine, 2nd dose",MCV2,66925,57488
Lebanon,PERTUSSIS,Pertussis,EMR,2011,7,"DTP-containing vaccine, 3rd dose",DTPCV3,66925,63511
Lebanon,PERTUSSIS,Pertussis,EMR,2011,7,"DTP-containing vaccine, 1st dose",DTPCV1,66925,65251
Lebanon,MEASLES,Measles,EMR,2011,9,"Measles-containing vaccine, 1st dose",MCV1,66925,65519
"Syrian Arab Republic",TTETANUS,"Total tetanus",EMR,2012,13,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,707576,74062
"Syrian Arab Republic",RUBELLA,Rubella,EMR,2012,1,"Rubella-containing vaccine, 1st dose",RCV1,554729,432653
"Syrian Arab Republic",MEASLES,Measles,EMR,2012,13,"Measles-containing vaccine, 2nd dose",MCV2,554729,389766
"Syrian Arab Republic",MEASLES,Measles,EMR,2012,13,"Measles-containing vaccine, 1st dose",MCV1,554729,432653
"Syrian Arab Republic",PERTUSSIS,Pertussis,EMR,2012,4,"DTP-containing vaccine, 3rd dose",DTPCV3,554729,355776
"Syrian Arab Republic",TTETANUS,"Total tetanus",EMR,2012,13,"DTP-containing vaccine, 3rd dose",DTPCV3,554729,355776
"Syrian Arab Republic",PERTUSSIS,Pertussis,EMR,2012,4,"DTP-containing vaccine, 1st dose",DTPCV1,554729,436742
"Syrian Arab Republic",TTETANUS,"Total tetanus",EMR,2012,13,"DTP-containing vaccine, 1st dose",DTPCV1,554729,436742
Afghanistan,MEASLES,Measles,EMR,2012,2787,"Measles-containing vaccine, 1st dose",MCV1,1256974,1067415
Afghanistan,TTETANUS,"Total tetanus",EMR,2012,37,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1443139,1095588
Afghanistan,POLIO,Poliomyelitis,EMR,2012,46,"Polio, 3rd dose",POL3,1256974,1158416
Afghanistan,MEASLES,Measles,EMR,2012,2787,"Measles-containing vaccine, 2nd dose",MCV2,1256974,677890
Afghanistan,PERTUSSIS,Pertussis,EMR,2012,1497,"DTP-containing vaccine, 3rd dose",DTPCV3,1256974,1158416
Afghanistan,TTETANUS,"Total tetanus",EMR,2012,37,"DTP-containing vaccine, 3rd dose",DTPCV3,1256974,1158416
Afghanistan,PERTUSSIS,Pertussis,EMR,2012,1497,"DTP-containing vaccine, 1st dose",DTPCV1,1256974,1341174
Afghanistan,TTETANUS,"Total tetanus",EMR,2012,37,"DTP-containing vaccine, 1st dose",DTPCV1,1256974,1341174
"Syrian Arab Republic",RUBELLA,Rubella,EMR,2014,5,"Rubella-containing vaccine, 1st dose",RCV1,563552,397534
"Syrian Arab Republic",POLIO,Poliomyelitis,EMR,2014,1,"Polio, 3rd dose",POL3,563552,383102
"Syrian Arab Republic",MEASLES,Measles,EMR,2014,594,"Measles-containing vaccine, 2nd dose",MCV2,563552,372436
"Syrian Arab Republic",MEASLES,Measles,EMR,2014,594,"Measles-containing vaccine, 1st dose",MCV1,563552,397534
"Syrian Arab Republic",POLIO,Poliomyelitis,EMR,2014,1,"Inactivated polio-containing vaccine, 1st dose",IPV1,563552,427392
"Syrian Arab Republic",TTETANUS,"Total tetanus",EMR,2015,2,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,NULL,62323
"Syrian Arab Republic",TTETANUS,"Total tetanus",EMR,2015,2,"DTP-containing vaccine, 1st dose",DTPCV1,546995,398143
"Syrian Arab Republic",PERTUSSIS,Pertussis,EMR,2015,29,"DTP-containing vaccine, 1st dose",DTPCV1,546995,398143
"Syrian Arab Republic",TTETANUS,"Total tetanus",EMR,2015,2,"DTP-containing vaccine, 3rd dose",DTPCV3,546995,326652
"Syrian Arab Republic",PERTUSSIS,Pertussis,EMR,2015,29,"DTP-containing vaccine, 3rd dose",DTPCV3,546995,326652
"Syrian Arab Republic",MEASLES,Measles,EMR,2015,45,"Measles-containing vaccine, 1st dose",MCV1,546995,383082
"Syrian Arab Republic",MEASLES,Measles,EMR,2015,45,"Measles-containing vaccine, 2nd dose",MCV2,546995,350291
Morocco,MEASLES,Measles,EMR,2015,17,"Measles-containing vaccine, 1st dose",MCV1,724609,720113
Morocco,MEASLES,Measles,EMR,2015,17,"Measles-containing vaccine, 2nd dose",MCV2,663937,611082
Morocco,RUBELLA,Rubella,EMR,2015,6,"Rubella-containing vaccine, 1st dose",RCV1,724609,716628
Tunisia,TTETANUS,"Total tetanus",EMR,2016,4,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,197267,179854
Tunisia,RUBELLA,Rubella,EMR,2016,19,"Rubella-containing vaccine, 1st dose",RCV1,217565,196604
Tunisia,MEASLES,Measles,EMR,2016,7,"Measles-containing vaccine, 2nd dose",MCV2,217565,198245
Tunisia,MEASLES,Measles,EMR,2016,7,"Measles-containing vaccine, 1st dose",MCV1,217565,196604
Tunisia,PERTUSSIS,Pertussis,EMR,2016,7,"DTP-containing vaccine, 3rd dose",DTPCV3,217039,201331
Tunisia,TTETANUS,"Total tetanus",EMR,2016,4,"DTP-containing vaccine, 3rd dose",DTPCV3,217039,201331
Tunisia,PERTUSSIS,Pertussis,EMR,2016,7,"DTP-containing vaccine, 1st dose",DTPCV1,217039,197267
Tunisia,TTETANUS,"Total tetanus",EMR,2016,4,"DTP-containing vaccine, 1st dose",DTPCV1,217039,197267
Pakistan,PERTUSSIS,Pertussis,EMR,2021,53,"DTP-containing vaccine, 1st dose",DTPCV1,7006962,6654104
Pakistan,DIPHTHERIA,Diphtheria,EMR,2021,169,"DTP-containing vaccine, 1st dose",DTPCV1,7006962,6654104
Pakistan,POLIO,Poliomyelitis,EMR,2021,11,"Polio, 3rd dose",POL3,7006962,6063444
Pakistan,MEASLES,Measles,EMR,2021,10399,"Measles-containing vaccine, 2nd dose",MCV2,7006962,5489699
Pakistan,MEASLES,Measles,EMR,2021,10399,"Measles-containing vaccine, 1st dose",MCV1,7006962,6109880
Pakistan,POLIO,Poliomyelitis,EMR,2021,11,"Inactivated polio-containing vaccine, 2nd dose",IPV2,7006962,2047978
Pakistan,POLIO,Poliomyelitis,EMR,2021,11,"Inactivated polio-containing vaccine, 1st dose",IPV1,7006962,6411969
Pakistan,PERTUSSIS,Pertussis,EMR,2021,53,"DTP-containing vaccine, 3rd dose",DTPCV3,7006962,6173924
Pakistan,DIPHTHERIA,Diphtheria,EMR,2021,169,"DTP-containing vaccine, 3rd dose",DTPCV3,7006962,6173924
Croatia,PERTUSSIS,Pertussis,EUR,1999,333,"DTP-containing vaccine, 3rd dose",DTPCV3,48624,45154
Croatia,TTETANUS,"Total tetanus",EUR,1999,13,"DTP-containing vaccine, 3rd dose",DTPCV3,48624,45154
Croatia,MEASLES,Measles,EUR,1999,31,"Measles-containing vaccine, 1st dose",MCV1,50038,46240
"Russian Federation",MEASLES,Measles,EUR,2000,4800,"Measles-containing vaccine, 1st dose",MCV1,1216891,1177325
"Russian Federation",MEASLES,Measles,EUR,2000,4800,"Measles-containing vaccine, 2nd dose",MCV2,1376196,174
"Russian Federation",DIPHTHERIA,Diphtheria,EUR,2000,771,"DTP-containing vaccine, 3rd dose",DTPCV3,1137238,1100460
"Russian Federation",TTETANUS,"Total tetanus",EUR,2000,33,"DTP-containing vaccine, 3rd dose",DTPCV3,1137238,1100460
